,Title_Review,Stars,Company_name,Recommend,CEO_approval,Business_outlook,Pros,Cons,Employee_seniority,Location,Date,id
0,"['good', 'impression', 'first', 'month']",5.0,['amazon'],['positive'],['neutral'],['neutral'],"['documentation', 'amazon', 'super', 'important', 'point', 'project', 'meeting', 'lot', 'material', 'learn', 'past', 'mistake', 'understand', 'thing', 'really', 'work', 'around']","['need', 'understand', 'job', 'need', 'improve', 'good', 'depend', 'manager', ""'s"", 'common', 'manager', 'detail', 'everything', 'someone', 'need', 'improve', 'way', 'need', 'really', 'self', 'critic', 'person', 'everyone', 'like']","['current', 'employee', 'less', '1', 'year']",['toronto'],"['feb.', '2', '2023']",empReview_73247758
1,['intern'],5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['4', 'day', 'shifts', 'nice']","['long', 'hour', 'shift', 'make', 'feel', 'tire']","['former', 'employee', 'less', '1', 'year']",['toronto'],"['jan.', '31', '2023']",empReview_73187609
2,['good'],5.0,['amazon'],['positive'],['positive'],['positive'],"['great', 'work', 'balance', 'great', 'environment', 'location', 'far']","['workload', 'heavy', 'sometimes']","['former', 'employee', '1', 'year']","['amazon', 'sk']","['jan.', '31', '2023']",empReview_73188818
3,"['job', 'review']",5.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'benefit', 'flexible', 'time', 'shift', 'take', 'care', 'employee']","['good', 'organization', 'work', 'well', 'car', 'parking', 'arrangement']","['former', 'employee']",['nan'],"['jan.', '31', '2023']",empReview_73190433
4,"['growth', 'opportunity']",4.0,['amazon'],['positive'],['negative'],['negative'],"['fast', 'paced', 'start-up', 'culture', 'benefit']","['compensation', 'growth', 'prospect', 'development', 'opportunity']","['current', 'employee', '3', 'year']","['vancouver', 'bc']","['jan.', '31', '2023']",empReview_73197210
5,"['tech', 'recruiter']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['opportunity', 'grow', 'work', 'talented', 'people']","['potential', 'layoff', 'fast', 'pace']","['current', 'employee']",['nan'],"['feb.', '1', '2023']",empReview_73208298
6,"['great', 'company']",5.0,['amazon'],['positive'],['positive'],['positive'],"['lot', 'challenge', 'speak', 'data', 'great', 'leadership']","['none', 'best', 'company', 'ever', 'glad', 'worked']","['former', 'employee', '8', 'year']","['calgary', 'ab']","['jan.', '30', '2023']",empReview_73149307
7,"['bad', 'wlb']",4.0,['amazon'],['positive'],['negative'],['negative'],"['good', 'pay', 'benefit', 'new', 'grad']","['lot', 'work', 'high', 'stress']","['current', 'employee', 'less', '1', 'year']","['vancouver', 'bc']","['jan.', '30', '2023']",empReview_73146117
8,"['okay', 'stressfull']",4.0,['amazon'],['negative'],['negative'],['negative'],"['pay', 'rate', 'good', 'accord', 'work']","['much', 'stress', 'give', 'employee']","['former', 'employee', '1', 'year']","['surrey', 'bc']","['jan.', '29', '2023']",empReview_73105526
9,"['great', 'benefit']",4.0,['amazon'],['negative'],['positive'],['negative'],"['great', 'benefit', 'bonus', 'everything', 'available', '24/7']","['work', 'culture', 'negative', 'depend', 'location', 'little', 'diversity']","['current', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '29', '2023']",empReview_73108472
10,"['sde', 'avs-cpp-sdk', 'team']",5.0,['amazon'],['positive'],['neutral'],['neutral'],"['teach', 'fast', 'focus', 'lot', 'time', 'well']","['reduce', 'number', 'meeting']","['former', 'employee']",['nan'],"['jan.', '29', '2023']",empReview_73095127
11,"['good', 'company']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'pay', 'challenge', 'interesting', 'work']","['toxic', 'team', 'member', 'low', 'growth']","['current', 'employee']","['vancouver', 'bc']","['jan.', '28', '2023']",empReview_73094099
12,"['good', 'company']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'resume']","['pay', 'structure', 'highly', 'dependent', 'upon', 'stock', 'performance']","['current', 'employee']",['toronto'],"['jan.', '29', '2023']",empReview_73095940
13,"['work', 'amazon', 'expand', 'personal', 'development']",4.0,['amazon'],['negative'],['positive'],['error'],"['amazon', 'leadership', 'principle', 'lot', 'opportunity', 'develop', 'work', 'project', 'travel', 'opportunity', 'great', 'networking', 'career', 'growth']","['current', 'marketplace', 'present', 'limit', 'career', 'growth', 'opportunity', 'work', 'warehouse', 'environment', 'versus', 'aesthetically', 'appeal', 'office', 'environment']","['current', 'employee', '3', 'year']",['nan'],"['jan.', '29', '2023']",empReview_73101250
14,"['good', 'far']",5.0,['amazon'],['positive'],['error'],['positive'],"['great', 'experience', 'really', 'smart', 'people', 'around', 'great', 'benefit', 'work-life', 'balance']","['legacy', 'affect', 'life', 'career', 'opportunity', 'straightforward']","['current', 'employee', 'less', '1', 'year']","['vancouver', 'bc']","['jan.', '27', '2023']",empReview_73059484
15,"['security', 'officer']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['.big', 'company', 'work', '.more', 'hour', 'available', 'work', '.many', 'position', 'available', 'work', '.standing', 'sit', 'walk', '.benefits']","['.supervisor', 'donnot', 'allow', 'learn', 'thing', '.not', 'criterion', 'seniority', 'basis', 'get', 'ladder']","['former', 'employee']",['brampton'],"['jan.', '27', '2023']",empReview_73066081
16,['yes'],5.0,['amazon'],['positive'],['positive'],['positive'],"['amaze', 'place', 'work', 'learn']","['nothing', 'wrong', 'expect', 'pay', 'banana']","['current', 'employee']",['toronto'],"['jan.', '27', '2023']",empReview_73067330
17,"['fulfillment', 'associate']",4.0,['amazon'],['positive'],['positive'],['positive'],"['diversity', 'management', 'opportunity', 'grow', 'good', 'compensation']","['injury', 'like', 'repetitive', 'stress', 'injury']","['current', 'employee', '1', 'year']",['brampton'],"['jan.', '27', '2023']",empReview_73071324
18,"['good', 'try', 'short', 'term', 'career']",4.0,['amazon'],['positive'],['neutral'],['neutral'],"['get', 'bore', 'fun', 'like', 'drive', 'pgysical', 'activity', 'clean', 'professional', 'workplace']","['long', 'shift', 'physically', 'drmanding', 'difficult', 'winter']","['former', 'employee', 'less', '1', 'year']","['montreal', 'qc']","['jan.', '28', '2023']",empReview_73077545
19,"['big', 'company']",4.0,['amazon'],['positive'],['negative'],['error'],"['good', 'pay', 'good', 'faang', 'resume']","['work', 'life', 'balance', 'good']","['current', 'employee', '1', 'year']",['toronto'],"['jan.', '28', '2023']",empReview_73082914
20,"['work', 'life']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['management', 'good', 'listen', 'concern', 'address']","['politics', 'management', 'favour', 'employee']","['current', 'employee', '1', 'year']","['calgary', 'ab']","['jan.', '25', '2023']",empReview_73001727
21,"['great', 'place', 'work', 'grow', 'career']",4.0,['amazon'],['positive'],['positive'],['positive'],"['get', 'work', 'best', 'talent', 'around', 'sdes/sdms', 'always', 'willing', 'share', 'information', 'help', 'towards', 'work', 'goal', 'operational', 'process', 'transparent', 'hence', 'less', 'toxicity', 'bias', 'leadership', 'principle', 'follow', 'religiously', 'therefore', 'serve', 'guide', 'light', 'work', 'hard', 'deliver', 'grow', 'otherwise', 'easy', 'sustain', 'fast-paced', 'environment']","['9-5', 'job', 'compensation', 'sort', 'dictate', 'expect', 'deliver', 'best', 'prepared', 'hustle', 'transform', 'good', 'version', 'otherwise', 'place', 'no-frills', 'term', 'misc', 'benefit', 'free', 'swags/lunches/events', 'amazon', 'practice', 'frugality', 'operation', 'one', 'leadership', 'principles', ""n't"", 'expect', 'pamper']","['current', 'employee', 'less', '1', 'year']",['toronto'],"['jan.', '26', '2023']",empReview_73016558
22,"['relaxed', 'environment']",4.0,['amazon'],['positive'],['positive'],['neutral'],"['good', 'pay', 'work', 'life', 'balance']","['slow', 'career', 'progression', ""'s"", 'quite', 'lot', 'fat', 'company']","['former', 'employee', '1', 'year']",['toronto'],"['jan.', '25', '2023']",empReview_72969587
23,['amazon'],4.0,['amazon'],['negative'],['error'],['error'],"['encourage', 'safety', 'good', 'work', 'environment']","['much', 'physical', 'pressure', 'long', 'shift']","['current', 'employee']",['nan'],"['jan.', '25', '2023']",empReview_72978191
24,"['flexible', 'challenge', 'rewarding']",5.0,['amazon'],['positive'],['positive'],['positive'],"['great', 'environment', 'teammate', 'follow', 'leadership', 'principle', 'remote', 'pretty', 'flexible', 'good', 'benefit', 'pay', 'challenge', 'thus', 'promote', 'growth', 'sde']","['1', 'week', 'oncall', 'pain', 'sometimes', 'happen', 'every', '2.5', '-3', 'month', 'still', 'bearable']","['current', 'employee', 'less', '1', 'year']","['montreal', 'qc']","['jan.', '23', '2023']",empReview_72922433
25,"['great', 'company']",4.0,['amazon'],['positive'],['positive'],['positive'],"['great', 'review', 'process', 'good', 'pay', 'benefit']","['work', 'life', 'balance', 'difficult', 'depend', 'bos']","['current', 'employee', '3', 'year']",['toronto'],"['jan.', '23', '2023']",empReview_72906619
26,['fine'],4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['busy', 'little', 'money', 'hard', 'work']","['late', 'night', 'benefit', 'motivation']","['former', 'employee']",['nan'],"['jan.', '23', '2023']",empReview_72912648
27,"['best', 'option', 'vancouver', '...']",4.0,['amazon'],['neutral'],['error'],['error'],"['pay', 'cash', 'big', 'name', 'multiple', 'office', 'location', 'expand', 'nice']","['team', 'might', 'toxic', 'inevitable', 'since', ""'s"", 'amazon', 'heavy', 'oncall', 'duty', 'unlock', '20', 'total', 'rsus', '2', 'year', 'work', 'bonus']","['former', 'employee', '1', 'year']","['vancouver', 'bc']","['jan.', '23', '2023']",empReview_72920771
28,"['amazing', 'place']",4.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'place', 'work', 'come', 'benefit']","[""'s"", 'fast', 'pace', 'work', 'place']","['current', 'employee', 'less', '1', 'year']",['toronto'],"['jan.', '24', '2023']",empReview_72939150
29,"['great', 'workplace']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['growth', 'project', 'always']","['work', 'life', 'balance', 'tough', 'manage']","['current', 'employee']",['toronto'],"['jan.', '22', '2023']",empReview_72879204
30,"['good', 'work', 'environment']",4.0,['amazon'],['positive'],['error'],['positive'],"['learn', 'thing']","['growth', 'slow']","['former', 'employee']",['nan'],"['jan.', '15', '2023']",empReview_72644026
31,"['good', 'place', 'entry', 'level', 'job']",5.0,['amazon'],['positive'],['neutral'],['neutral'],"['good', 'pay', '4-day', 'shift', 'easy', 'job']","['physical', 'labor', 'stand', 'much', 'time', 'punjab', 'might', 'find', 'bit', 'hard', 'fit']","['former', 'employee', 'less', '1', 'year']","['delta', 'bc']","['jan.', '14', '2023']",empReview_72624962
32,"['amazing', 'experience']",5.0,['amazon'],['negative'],['error'],['negative'],"['good', 'pay', 'good', 'holiday', 'benefit']","['work', 'everyday', 'lot', 'body', 'pain']","['current', 'employee', '1', 'year']",['hamilton'],"['jan.', '14', '2023']",empReview_72631932
33,"['poor', 'work', 'life', 'balance', 'job', 'security']",2.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'pay', 'compare', 'canadian', 'company', 'lot', 'internal', 'resource']","['call', 'hour', 'long', 'pip', 'layoff', 'resource', 'internal']","['current', 'employee', 'less', '1', 'year']","['vancouver', 'bc']","['jan.', '28', '2023']",empReview_73089781
34,"['great', 'experience']",4.0,['amazon'],['positive'],['positive'],['positive'],"['nice', 'coworkers', 'make', 'job', 'fun']","['shift', 'long', 'busy']","['former', 'employee', '3', 'year']",['nan'],"['jan.', '13', '2023']",empReview_72615338
35,"['first', '3', 'month', 'amazon']",5.0,['amazon'],['positive'],['positive'],['neutral'],"['well', 'plan', 'onboarding', 'program', 'incrementally', 'onboards', 'educate', 'new', 'employee', 'employee', 'company', 'make', 'accessible', 'welcome', 'connect', 'spite', 'scale', 'success', 'amazon', 'able', 'build', 'culture', 'value', 'leadership', 'principle', 'importantly', 'environment', 'constantly', 'put', 'practice']","['due', 'shear', 'scale', 'size', 'join', 'company', 'involve', 'learn', 'host', 'new', 'system', 'teams', 'structure', 'process', 'give', 'time']","['current', 'employee', 'less', '1', 'year']",['toronto'],"['jan.', '13', '2023']",empReview_72595190
36,['good'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'company', 'high', 'pay', 'job']","['heavy', 'work', 'load', 'fast', 'phase']","['former', 'employee']",['nan'],"['jan.', '27', '2023']",empReview_73050228
37,"['amazon', 'overnight', 'stocker']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'pay', 'compare', 'job']","['work', 'hard', 'body', 'sustain', 'long', 'time']","['former', 'employee', 'less', '1', 'year']",['vaughan'],"['jan.', '27', '2023']",empReview_73053494
38,['awesome'],5.0,['amazon'],['negative'],['neutral'],['negative'],"['co', 'worker', 'really', 'nice']","['sucky', 'hour', 'pay']","['current', 'employee']",['nan'],"['jan.', '11', '2023']",empReview_72536361
39,['great'],4.0,['amazon'],['positive'],['positive'],['positive'],"['driver', 'snack', 'shack', 'good', 'working', 'environment']","['extreme', 'physical', 'activity', 'require', 'daily', 'carry', 'duty']","['current', 'employee']",['nan'],"['jan.', '12', '2023']",empReview_72558176
40,['amazon'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'work', 'environment']","['one', 'one', 'session', 'improve', 'performance']","['former', 'employee']",['nan'],"['jan.', '25', '2023']",empReview_72986345
41,['alright'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['4', 'day', '3', 'day']","['worklife', 'balance', 'long', 'shift', 'overtime']","['former', 'employee', '1', 'year']","['surrey', 'bc']","['jan.', '25', '2023']",empReview_73003431
42,"['data', 'analyst']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'time']","['nothing', 'add', 'good']","['former', 'employee', '1', 'year']",['nan'],"['jan.', '10', '2023']",empReview_72498977
43,"['good', 'part', 'amaze', 'team']",5.0,['amazon'],['positive'],['positive'],['positive'],"['opportunity', 'learn', 'quickly', 'efficiently']","['act', 'like', 'robot', 'match', 'pace']","['former', 'employee', '1', 'year']",['toronto'],"['jan.', '10', '2023']",empReview_72503433
44,"['good', 'working', 'environment']",5.0,['amazon'],['positive'],['positive'],['positive'],"['staff', 'polite', 'helpful']","['nothing', 'nothing', 'bad', 'experience', 'yet']","['current', 'employee']",['nan'],"['jan.', '9', '2023']",empReview_72457754
45,"['warehouse', 'associate']",5.0,['amazon'],['positive'],['error'],['error'],"['good', 'environment', 'work', 'amazon']","['timing', 'available', 'work', 'amazon']","['former', 'employee']",['nan'],"['jan.', '9', '2023']",empReview_72464791
46,"['great', 'interview', 'experience']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['well', 'structure', 'interview', 'process', 'behavior', 'question', 'make', 'candidate', 'understand', 'work', 'culture', 'amazon']","['great', 'interview', 'process']","['current', 'employee']",['nan'],"['jan.', '9', '2023']",empReview_72466084
47,"['long', 'hour', 'great', 'pay']",5.0,['amazon'],['positive'],['positive'],['positive'],"['get', 'pizza', 'party', 'week']","['get', 'property', 'bezos', '``', 'tatto', 'rear', 'buttock']","['current', 'employee', 'less', '1', 'year']",['toronto'],"['jan.', '9', '2023']",empReview_72470738
48,"['work', 'culture']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['nice', 'pay', 'good']","['bad', 'take', 'much', 'work']","['current', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '9', '2023']",empReview_72459227
49,"['good', 'opportunity']",4.0,['amazon'],['positive'],['neutral'],['positive'],"['opportunity', 'learn', 'grow']","['much', 'work', 'time', 'less', 'staff']","['former', 'employee', '1', 'year']",['nan'],"['jan.', '9', '2023']",empReview_72464788
50,['good'],5.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'opportunity', 'easy', 'transfer', 'team']","['low', 'performer', 'manage']","['current', 'employee', '3', 'year']",['toronto'],"['jan.', '3', '2023']",empReview_72295158
51,"['great', 'entry', 'level', 'job']",4.0,['amazon'],['positive'],['negative'],['positive'],"['fast', 'advancement', 'work', 'overtime', 'want']","['mandatory', 'overtime', 'short', 'notice', 'repetitive', 'work']","['former', 'employee', '1', 'year']","['westminster', 'bc']","['jan.', '3', '2023']",empReview_72281555
52,"['amazon', 'work']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['learn', 'new', 'technology', 'understand', 'core', 'service', 'work']","['excellent', 'career', 'growth', 'development', 'multiple', 'growth', 'choice']","['current', 'employee']",['nan'],"['jan.', '2', '2023']",empReview_72253117
53,"['pretty', 'decent']",4.0,['amazon'],['positive'],['error'],['positive'],"['great', 'benefit', 'positive', 'work', 'environment']","['heavy', 'workload', 'hard', 'reach', 'hr']","['current', 'employee', '1', 'year']","['vancouver', 'bc']","['jan.', '2', '2023']",empReview_72260841
54,['good'],4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'tc', 'nice', 'people', 'good', 'work', 'place']","['work', 'challenge']","['former', 'employee', '1', 'year']","['vancouver', 'bc']","['jan.', '3', '2023']",empReview_72273175
55,"['amazon', 'new', 'grad']",3.0,['amazon'],['positive'],['error'],['error'],"['good', 'start', 'point', 'new', 'grad']","['need', 'care', 'manager', 'product', 'manager']","['former', 'employee', '1', 'year']",['nan'],"['jan.', '16', '2023']",empReview_72682678
56,"['lovely', 'management']",5.0,['amazon'],['positive'],['positive'],['positive'],"['management', 'really', 'care', 'employee', 'career', 'driven']","['con', 'say']","['former', 'employee', '1', 'year']","['vancouver', 'bc']","['jan.', '1', '2023']",empReview_72241018
57,['hyped'],2.0,['amazon'],['negative'],['positive'],['positive'],"['motivation', 'salary']","['work-life', 'balance', 'team', 'dynamic', 'culture', 'zero', 'sum', 'mindset', 'favoritism', 'bias', 'promotion', 'fact', 'base', 'support', 'team', 'member', 'knowledge', 'share', 'token', 'dei', 'initatives']","['current', 'employee', '1', 'year']","['toronto', 'pe']","['jan.', '16', '2023']",empReview_72687369
58,"['software', 'dev', 'engineer', 'intern']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'work', 'environment', 'engage', 'project']","['food', 'available', 'lunch', 'dinner']","['former', 'employee', 'less', '1', 'year']",['toronto'],"['jan.', '1', '2023']",empReview_72236919
59,"['high', 'speed', 'company']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['work', 'day', 'per', 'week', '4', 'amazon', 'learn', 'speed', 'personal', 'growth']","['shift', 'rotation', 'every', '6', 'month', 'work', 'one', 'day', 'weekend']","['current', 'employee', '1', 'year']","['vancouver', 'bc']","['jan.', '15', '2023']",empReview_72652208
60,"['love', 'work', 'aws']",4.0,['amazon'],['positive'],['positive'],['positive'],"['great', 'team', 'work', 'good', 'life/work', 'balance', 'alot', 'learn']","['team', 'great', 'mine', 'less', 'vacation', 'time']","['current', 'employee', 'less', '1', 'year']",['toronto'],"['dec.', '9', '2022']",empReview_71741075
61,['meh'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['okay', 'learn']","['best', 'work', 'life', 'balance']","['former', 'employee']",['nan'],"['dec.', '22', '2022']",empReview_72081713
62,"['good', 'team', 'experience']",5.0,['amazon'],['positive'],['positive'],['positive'],"['competitive', 'pay', 'experience', 'team', 'member']","['work', 'load', 'timing', 'hectic']","['former', 'employee', 'less', '1', 'year']",['nan'],"['dec.', '7', '2022']",empReview_71694271
63,"['look', 'somewhere', 'else']",1.0,['amazon'],['negative'],['negative'],['negative'],"['pro', 'company']","['long', 'walk', 'poor', 'culture', 'play', 'hard', 'work', 'hard']","['former', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '13', '2023']",empReview_72596591
64,"['good', 'start', 'fresher']",4.0,['amazon'],['positive'],['neutral'],['negative'],"['flexible', 'shift', '4', 'day', 'work']","['long', 'work', 'hour', 'unrealistic', 'target']","['current', 'employee', '3', 'year']",['bolton'],"['dec.', '7', '2022']",empReview_71704127
65,"['winter', 'job']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'pay', 'nica', 'benefit', 'good', 'work', 'llife', 'balance']","['bad', 'manager', 'workloads', 'dull', 'task']","['former', 'employee', 'less', '1', 'year']",['brampton'],"['dec.', '21', '2022']",empReview_72046063
66,"['general', 'labour']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['high', 'base', 'salary', 'field']","['labour', 'intensive', 'work', 'longer', 'period', 'time']","['current', 'employee']",['mississauga'],"['dec.', '21', '2022']",empReview_72052790
67,"['great', 'experience']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'work', 'environment', 'learn', 'many', 'thing']","['fast', 'paced', 'environment', 'long', 'timing']","['former', 'employee', 'less', '1', 'year']",['brampton'],"['dec.', '22', '2022']",empReview_72062154
68,"['really', 'place', 'work', 'hard', 'fun', 'come', 'together']",5.0,['amazon'],['positive'],['positive'],['positive'],"['great', 'support', 'structure', 'numerous', 'resource', 'avail', 'fair', 'compensation', 'great', 'product', 'technology', 'work', 'give', 'day', '1', 'responsibility', 'design', 'build', 'product', 'feel', 'really', 'engage']","['get', 'intense', 'sometimes']","['current', 'employee', 'less', '1', 'year']","['vancouver', 'bc']","['dec.', '6', '2022']",empReview_71673211
69,"['positive', 'environment']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['positive', 'manager', 'good', 'safety']","['late', 'shift', 'would', 'prefer', 'morning']","['current', 'employee', 'less', '1', 'year']","['associate', 'coteau']","['dec.', '5', '2022']",empReview_71632379
70,['meh'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['low', 'barrier', 'entry', 'salary']","['low', 'wlb', 'long', 'hour', 'manager', 'ping', '5pm']","['current', 'employee']","['vancouver', 'bc']","['dec.', '16', '2022']",empReview_71918939
71,"['worked', 'several', 'different', 'department']",5.0,['amazon'],['negative'],['error'],['positive'],"['come', 'company', 'lot', 'growth', 'innovation', 'etc']","['productivity', 'expectation', 'high', 'value', 'employee', 'like', 'one', 'would', 'like', 'physically', 'tax']","['former', 'employee']",['nan'],"['nov.', '30', '2022']",empReview_71518243
72,"['amazing', 'place']",5.0,['amazon'],['positive'],['positive'],['positive'],"['gain', 'new', 'knowledge', 'everyday', 'amazing', 'teammate', 'amaze', 'manager', 'non-aws', 'oncalls', 'crazy', 'usually', 'describe', 'immigration', 'assistance']","['amount', 'legacy', 'code']","['current', 'employee', 'less', '1', 'year']",['nan'],"['nov.', '30', '2022']",empReview_71518602
73,"['great', 'experience']",5.0,['amazon'],['positive'],['error'],['positive'],"['amount', 'resource', 'career', 'growth', 'work', 'flexibility', 'problem', 'really', 'interest', 'engage', 'fortunate', 'land', 'good', 'manger', 'great', 'equipment', 'resource', 'job', 'right']","['amount', 'information', 'absorb', 'first', 'three', 'month', 'health', 'plan', 'ok', 'use', 'pay', 'nothing', 'medicine', 'fully', 'cover']","['current', 'employee', 'less', '1', 'year']","['vancouver', 'bc']","['nov.', '30', '2022']",empReview_71519702
74,"['fun', 'engage', 'peculiar']",5.0,['amazon'],['positive'],['positive'],['positive'],"['engagement', 'activity', 'good', 'benefit', 'compensation', 'great', 'atmosphere', 'helpful', 'team', 'peculiar', 'culture', 'good', 'way']","['work', 'tough', 'aa', ""'s"", 'try', 'reward', 'consistent', 'basis', 'hard', 'work']","['current', 'employee', 'less', '1', 'year']",['london'],"['dec.', '1', '2022']",empReview_71531502
75,"['development', 'software']",5.0,['amazon'],['positive'],['positive'],['positive'],"['great', 'culture', 'work', 'ethic']","['internal', 'career', 'growth', 'take', 'time']","['former', 'employee', 'less', '1', 'year']",['nan'],"['nov.', '29', '2022']",empReview_71477020
76,"['3', 'month', 'mark', 'still', 'say', 'make', 'right', 'decision', 'choose', 'amazon']",5.0,['amazon'],['positive'],['positive'],['positive'],"['real', 'autonomy', 'individual', 'team', 'level', 'team', 'own', '``', 'something', 'independent', 'empowered', 'make', 'decision', 'full', 'ci/cd', 'manual', 'change', 'management', 'limit', 'handful', 'thing', 'free', 'u', 'manager', 'focus', 'matter', 'instead', 'manage', 'approval', 'signoffs', 'leadership', 'principle', 'action', 'amazon', 'one', 'company', 'walk', 'talk', 'lp', 'embed', 'many', 'thing', 'personally', 'identify', 'lp', ""'s"", 'amazing', 'bring', 'whole', 'self', 'work', 'know', 'welcome', 'flex', 'hour', 'aside', 'meeting', 'get', 'set', 'schedule', 'helpful', 'get', 'good', 'work-life', 'harmony', 'respect', 'oh', 'yes', 'team', 'expect', 'people', 'life', 'outside', 'work', 'everyone', 'respect', 'everyone', ""'s"", 'time', 'work', 'overtime', 'never', 'discuss']","['well', 'one', 'specific', 'amazon', 'role', 'even', 'elsewhere', 'one', 'duty', 'devops', 'team', 'maintain', 'code', 'write', 'mean', 'oncall', 'every', 'week', 'stressful', 'page', 'middle', 'night', 'part', 'sdm', ""'s"", 'life', 'guess']","['current', 'employee', 'less', '1', 'year']",['toronto'],"['nov.', '29', '2022']",empReview_71481697
77,"['great', 'environment', 'growth']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['much', 'room', 'opportunity', 'much', 'knowledge', 'learn', 'share', 'sense', 'teamwork', 'clear', 'communication', 'deliver', 'result']","['hectic', 'stressful', 'manager', 'always', 'change', 'order', 'directive', 'day']","['former', 'employee']",['nan'],"['nov.', '29', '2022']",empReview_71482002
78,"['friendly', 'colleges', 'manager']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['1.', 'benefit', '2.', 'time', 'vacation', 'option', '3.', 'nice', 'cafeteria', '4.', 'work', 'lifer', 'balance']","['little', 'room', 'go', 'high', 'position']","['current', 'employee', '1', 'year']",['nan'],"['nov.', '29', '2022']",empReview_71483520
79,['tech'],5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'job', 'hand']","['busy', 'lot', 'overtime', 'travel']","['current', 'employee', '5', 'year']",['toronto'],"['nov.', '29', '2022']",empReview_71484485
80,['good'],5.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'place', 'learn', 'grow']","['trans', 'different', 'culture', 'choose', 'carefully']","['current', 'employee', '3', 'year']",['toronto'],"['nov.', '25', '2022']",empReview_71385958
81,['review'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'work', 'experience', 'honest']","['hard', 'say']","['former', 'employee']",['nan'],"['dec.', '9', '2022']",empReview_71753115
82,['good'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'pay', 'good', 'remote', 'work']","['much', 'workload', 'sometimes', 'bad']","['current', 'employee']",['nan'],"['dec.', '9', '2022']",empReview_71754450
83,['amazon'],5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['best', 'place', 'earn', 'learn']","['long', 'shift', 'overtime', 'sometimes', 'busy']","['current', 'employee', '1', 'year']",['nan'],"['nov.', '24', '2022']",empReview_71366107
84,"['much', 'work']",2.0,['amazon'],['negative'],['error'],['negative'],"['work', 'team', 'get', 'feedback']","['much', 'work', 'family', 'time']","['current', 'employee']",['nan'],"['dec.', '9', '2022']",empReview_71752047
85,"['exceeds', 'expectation']",4.0,['amazon'],['positive'],['error'],['positive'],"['work', 'life', 'balance', 'career', 'growth']","['internal', 'tool', 'hard', 'find', 'information']","['current', 'employee', 'less', '1', 'year']",['nan'],"['nov.', '25', '2022']",empReview_71384442
86,['great'],5.0,['amazon'],['positive'],['positive'],['positive'],"['great', 'pay', 'great', 'people', 'awesome', 'office', 'vancouver']","['remote', 'work', 'limited', 'interaction', 'team']","['former', 'employee', 'less', '1', 'year']","['vancouver', 'bc']","['nov.', '23', '2022']",empReview_71346835
87,"['great', 'experience']",5.0,['amazon'],['positive'],['positive'],['positive'],"['lot', 'new', 'thing', 'learn', 'team']","['less', 'scheduled', 'work', 'learn', 'lot']","['current', 'employee', 'less', '1', 'year']",['nan'],"['nov.', '24', '2022']",empReview_71363040
