id,current_employee,Pros_Dominant_Topic,Pros_Topic_Perc_Contrib,Pros_Keywords,Cons_Dominant_Topic,Cons_Topic_Perc_Contrib,Cons_Keywords
empReview_73247758,current employee,1,0.8816,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6531,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_73187609,former employee,0,0.925,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6398,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73188818,former employee,0,0.8313,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8691,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73190433,former employee,0,0.6971,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4363,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73197210,current employee,0,0.9292,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8771,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73208298,current employee,1,0.7689,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5003,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73149307,former employee,1,0.8495,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4012,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73146117,current employee,0,0.7682,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73105526,former employee,0,0.9354,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73108472,current employee,0,0.7679,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5332,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73095127,former employee,1,0.6752,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7749,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_73094099,current employee,0,0.5922,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8793,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73095940,current employee,0,0.5025,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.9099,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73101250,current employee,1,0.8171,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6255,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73059484,current employee,0,0.5772,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8963,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73066081,former employee,0,0.7898,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6096,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73067330,current employee,0,0.6929,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6341,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73071324,current employee,1,0.542,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7456,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73077545,former employee,1,0.6204,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7378,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73082914,current employee,0,0.7455,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73001727,current employee,0,0.8454,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5495,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_73016558,current employee,1,0.7859,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5502,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72969587,former employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5281,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72978191,current employee,0,0.7685,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9128,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72922433,current employee,0,0.5903,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5337,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72906619,current employee,0,0.6582,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7573,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72912648,former employee,1,0.5364,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6939,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72920771,former employee,0,0.5505,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.438,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72939150,current employee,0,0.7631,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.71,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72879204,current employee,1,0.8423,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5514,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72644026,former employee,1,0.7897,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7674,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72624962,former employee,0,0.9454,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6822,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72631932,current employee,0,0.9384,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9126,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73089781,current employee,0,0.5466,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4353,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72615338,former employee,0,0.7708,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8692,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72595190,current employee,1,0.8834,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7412,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_73050228,former employee,0,0.9288,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9098,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_73053494,former employee,0,0.9261,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9232,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72536361,current employee,0,0.7267,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4895,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72558176,current employee,0,0.9333,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8017,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72986345,former employee,0,0.906,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5028,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_73003431,former employee,0,0.9261,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5898,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72498977,former employee,0,0.8769,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5769,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72503433,former employee,1,0.8694,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5274,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72457754,current employee,0,0.8951,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7177,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72464791,former employee,0,0.7167,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4958,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72466084,current employee,1,0.8796,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.8255,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72470738,current employee,0,0.693,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5834,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72459227,current employee,0,0.9076,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6941,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72464788,former employee,1,0.8423,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7462,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72295158,current employee,0,0.5045,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5839,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72281555,former employee,0,0.5079,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7836,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72253117,current employee,1,0.8783,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7947,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72260841,current employee,0,0.9377,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7087,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72273175,former employee,0,0.9505,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8255,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72682678,former employee,0,0.5552,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8627,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72241018,former employee,1,0.7465,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7404,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72687369,current employee,0,0.8628,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6838,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72236919,former employee,0,0.5733,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.3617,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72652208,current employee,0,0.6527,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5457,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71741075,current employee,0,0.7916,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7464,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72081713,former employee,0,0.5328,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71694271,former employee,0,0.5787,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72596591,former employee,1,0.7428,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6102,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71704127,current employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9128,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72046063,former employee,0,0.9565,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4461,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72052790,current employee,1,0.631,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8033,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72062154,former employee,1,0.501,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.9128,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71673211,current employee,1,0.7656,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6185,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71632379,current employee,0,0.9239,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5847,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71918939,current employee,0,0.9221,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4275,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71518243,former employee,1,0.894,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5216,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71518602,current employee,1,0.8187,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5762,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71519702,current employee,1,0.6016,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4328,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71531502,current employee,0,0.6047,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4853,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71477020,former employee,0,0.923,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5506,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71481697,current employee,1,0.6862,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4247,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71482002,former employee,1,0.9065,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5324,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71483520,current employee,0,0.6612,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5797,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71484485,current employee,0,0.672,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71385958,current employee,1,0.5013,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.8683,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71753115,former employee,0,0.9128,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4924,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71754450,current employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6954,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71366107,current employee,1,0.5034,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.9128,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71752047,current employee,1,0.6555,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8945,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71384442,current employee,0,0.5894,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.3836,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71346835,former employee,0,0.9507,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5771,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71363040,current employee,1,0.8894,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4912,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71363400,current employee,1,0.5095,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.9258,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71321143,former employee,0,0.6581,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6646,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71262781,former employee,1,0.6327,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4509,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71231531,current employee,1,0.9224,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4237,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71589857,current employee,1,0.5133,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5443,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71593213,former employee,0,0.8627,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8305,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71220196,current employee,0,0.6071,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7077,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71214361,current employee,1,0.8079,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5808,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71217267,current employee,1,0.9013,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.535,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71224079,current employee,1,0.9094,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6697,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71177142,current employee,1,0.6015,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6896,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71178928,current employee,0,0.7785,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6779,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71187189,current employee,0,0.7362,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4388,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71195531,current employee,0,0.7325,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8616,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71206374,former employee,1,0.6272,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4153,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71542122,former employee,0,0.926,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8691,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71145587,current employee,1,0.8736,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71169726,current employee,1,0.8131,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6569,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71153180,current employee,0,0.8002,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6995,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71154214,current employee,1,0.8738,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5504,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71154257,current employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4962,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72051462,former employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8053,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71114898,current employee,0,0.7697,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.3837,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71135268,current employee,1,0.9455,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.8515,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71475773,current employee,0,0.9213,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71095152,former employee,0,0.7853,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9128,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71096245,current employee,0,0.9446,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7314,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71043240,former employee,0,0.7059,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9127,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71020172,current employee,1,0.7294,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.385,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71031767,current employee,1,0.6948,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.585,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70979132,current employee,0,0.906,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4427,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70978940,former employee,0,0.9226,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5824,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70655351,current employee,1,0.7897,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6394,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70663558,current employee,0,0.9346,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8114,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71093266,former employee,0,0.9003,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6298,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70643251,current employee,1,0.9171,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.549,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70614579,current employee,0,0.935,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7007,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71606446,former employee,0,0.6347,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5508,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70601239,former employee,0,0.5623,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7404,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70588847,current employee,0,0.7389,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5972,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70603130,current employee,0,0.947,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8696,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71578633,former employee,0,0.9076,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8051,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70434756,current employee,0,0.9031,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8255,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71445519,former employee,0,0.9076,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6661,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70424565,current employee,1,0.7031,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6228,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70829582,current employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4967,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70833742,current employee,1,0.7279,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4799,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70837405,current employee,0,0.7488,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7521,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70414139,current employee,0,0.6619,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6275,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70816174,current employee,1,0.773,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8691,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70397182,current employee,1,0.5447,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5028,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70389856,current employee,0,0.9416,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5223,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70394068,current employee,1,0.802,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.9312,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70354894,current employee,0,0.9256,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8029,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70377572,former employee,0,0.5711,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6858,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70352338,current employee,0,0.7591,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7218,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70372956,former employee,0,0.926,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4809,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70776918,former employee,1,0.8725,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4959,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70781860,former employee,0,0.9067,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.3597,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70787640,current employee,0,0.9566,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4725,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70314656,former employee,0,0.8166,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4792,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71382626,current employee,1,0.6151,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6368,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70340663,current employee,0,0.7311,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.611,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70744521,current employee,0,0.9384,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.416,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70292601,current employee,0,0.5718,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5434,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70264960,former employee,0,0.7722,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4945,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70271007,current employee,0,0.638,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6564,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70293295,former employee,0,0.883,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5854,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70296832,former employee,0,0.6805,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7612,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70257773,current employee,0,0.5619,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4896,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70261808,former employee,0,0.9051,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5759,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70241477,former employee,0,0.6563,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5671,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69987623,current employee,0,0.7375,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8137,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69989237,current employee,1,0.8528,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7547,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69994729,current employee,1,0.5144,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5029,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70016001,current employee,1,0.7429,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.3882,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70021185,current employee,0,0.5643,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4863,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69983808,current employee,0,0.9214,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6438,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69986834,current employee,1,0.5084,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5784,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70456768,current employee,1,0.5375,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4766,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69949100,former employee,0,0.5218,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8691,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71067355,former employee,0,0.7501,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5732,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69942205,current employee,0,0.947,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9337,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69972993,current employee,1,0.5109,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5009,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
