id,current_employee,Pros_Dominant_Topic,Pros_Topic_Perc_Contrib,Pros_Keywords,Cons_Dominant_Topic,Cons_Topic_Perc_Contrib,Cons_Keywords
empReview_72979996,current employee,0,0.9203,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6605,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72980661,former employee,1,0.8539,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.8184,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72981096,current employee,0,0.6446,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.603,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72377598,current employee,1,0.72,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5971,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72451703,current employee,1,0.6428,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5651,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72451806,current employee,0,0.6889,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6087,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72452244,current employee,1,0.6454,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8098,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72453611,former employee,0,0.954,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9507,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72453736,former employee,0,0.5533,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.521,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72454603,former employee,0,0.6312,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9128,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72455370,former employee,0,0.9019,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4971,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72455678,former employee,0,0.5242,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6435,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72455794,current employee,0,0.6625,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9183,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72456722,current employee,1,0.9135,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4525,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72476111,former employee,0,0.9688,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5831,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72477520,former employee,0,0.9531,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5786,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72477674,former employee,0,0.9472,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5613,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72478972,current employee,0,0.9472,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8053,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72479809,current employee,1,0.571,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7016,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72481618,current employee,0,0.5013,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.792,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72483669,current employee,0,0.9361,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7383,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72484146,current employee,1,0.8402,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.53,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72486002,former employee,0,0.8864,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4949,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72486552,current employee,0,0.9229,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6815,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72483669,current employee,0,0.9361,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7383,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72484146,current employee,1,0.8402,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5301,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72486002,former employee,0,0.8864,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4949,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72486552,current employee,0,0.9229,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6815,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72487947,current employee,1,0.7078,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.9252,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72855636,current employee,0,0.6205,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4926,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72900860,former employee,0,0.8238,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5026,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72901606,former employee,1,0.5976,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.8052,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72902049,former employee,1,0.6142,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.3997,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72902761,current employee,1,0.597,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4962,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72903111,former employee,1,0.6746,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5576,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72903594,former employee,0,0.9222,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6309,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72903749,current employee,1,0.6727,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.9121,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72904294,former employee,0,0.9355,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8284,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72905028,former employee,0,0.9205,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4638,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72905665,former employee,0,0.9446,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.449,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72906690,former employee,0,0.657,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6806,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72906980,current employee,0,0.9243,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5561,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72909541,former employee,0,0.7728,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4184,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72912072,former employee,0,0.9044,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.825,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72915303,current employee,1,0.6448,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7826,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72915933,former employee,0,0.5196,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6149,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72918779,current employee,0,0.6013,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4066,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72921474,current employee,1,0.5948,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.717,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72921794,current employee,0,0.9261,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7465,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72922878,former employee,1,0.8533,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5896,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72923053,current employee,0,0.7192,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5072,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72924268,current employee,1,0.5111,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72924936,former employee,1,0.5935,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5713,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72925168,former employee,0,0.9675,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7297,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72924268,current employee,1,0.5111,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72924936,former employee,1,0.5935,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5713,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72925168,former employee,0,0.9675,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7297,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72928644,current employee,0,0.9226,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6879,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72930591,current employee,0,0.7138,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4922,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72932395,current employee,0,0.9076,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72933086,former employee,1,0.56,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4121,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72933172,former employee,0,0.9339,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6395,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72933375,former employee,0,0.8997,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7666,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72936335,former employee,0,0.9538,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5153,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72431769,former employee,0,0.6188,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7388,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72432709,current employee,0,0.6624,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4605,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72435289,current employee,0,0.5739,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4443,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72435712,current employee,1,0.8764,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6221,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72436345,current employee,1,0.7722,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5891,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72436589,current employee,0,0.9472,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5756,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72437053,current employee,0,0.9379,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4605,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72437153,current employee,1,0.9113,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6629,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72437847,former employee,1,0.6901,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7674,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72438520,former employee,0,0.6174,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7107,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72439206,former employee,0,0.7805,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9124,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72439378,current employee,1,0.5962,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5792,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72441538,current employee,0,0.7332,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5506,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72442013,current employee,1,0.6458,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.3863,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72443280,current employee,1,0.8863,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4055,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72444216,current employee,1,0.7786,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.623,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72445339,current employee,0,0.9356,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5693,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72445449,current employee,1,0.8677,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.547,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72446529,current employee,1,0.9073,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4536,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72447092,current employee,1,0.6042,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7673,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72430361,former employee,1,0.7724,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8255,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72430476,current employee,1,0.7689,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6337,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72431333,current employee,1,0.8832,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6499,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72433089,current employee,1,0.6063,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6458,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72434039,former employee,0,0.6154,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72434188,former employee,0,0.926,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7035,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72434521,current employee,0,0.5251,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8952,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72435447,former employee,0,0.9358,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8692,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72436089,current employee,0,0.9066,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5121,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72436092,current employee,0,0.7374,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5603,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72435447,former employee,0,0.9358,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8692,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72436089,current employee,0,0.9066,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5121,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72436092,current employee,0,0.7373,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5603,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72437728,current employee,0,0.6443,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5385,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72439393,current employee,1,0.5329,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4161,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72440046,current employee,1,0.5431,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.3909,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72440469,current employee,1,0.8733,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4023,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72440627,current employee,0,0.5412,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6784,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72440986,current employee,1,0.9291,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5408,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72442118,former employee,0,0.925,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5262,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72890445,former employee,0,0.7273,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5528,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72891930,current employee,0,0.6259,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8094,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72894070,current employee,0,0.9256,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7138,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72894831,current employee,1,0.8216,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5015,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72895655,current employee,1,0.5606,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4526,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72896956,current employee,0,0.7708,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6593,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72897150,former employee,0,0.8153,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6511,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72897801,former employee,0,0.9525,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6504,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72898586,current employee,0,0.7981,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5652,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72898800,current employee,1,0.8785,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6076,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72409526,current employee,1,0.8739,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.461,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72410186,current employee,1,0.558,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.516,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72410766,former employee,0,0.9384,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7933,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72416434,current employee,1,0.5947,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.8696,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72416796,former employee,1,0.882,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.9013,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72417659,current employee,0,0.6784,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5609,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72418570,current employee,1,0.5014,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7335,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72418654,current employee,1,0.9448,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6621,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72420022,current employee,0,0.9261,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8946,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72420222,current employee,0,0.8955,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5806,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72395298,current employee,1,0.7219,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5242,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72396115,former employee,1,0.8413,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.429,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72396151,current employee,0,0.5326,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5224,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72397394,current employee,0,0.653,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4636,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72397620,current employee,0,0.9071,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6106,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72398414,current employee,0,0.961,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5333,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72398504,former employee,0,0.906,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7853,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72401242,current employee,0,0.8903,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7853,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72401404,current employee,0,0.9261,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7403,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72401843,former employee,0,0.6589,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5239,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72385324,current employee,1,0.8149,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.3803,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72385783,current employee,0,0.7794,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8226,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72386554,former employee,0,0.6065,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4766,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72386688,former employee,1,0.9194,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5286,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72386923,current employee,1,0.606,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.66,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72387470,current employee,0,0.7613,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8255,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72387603,current employee,1,0.7222,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6772,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72389031,current employee,1,0.5659,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5366,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72389236,current employee,0,0.6792,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.617,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72389823,former employee,0,0.9241,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4233,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72393569,current employee,0,0.5386,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9124,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72393941,former employee,1,0.6737,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72395292,current employee,1,0.536,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7015,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72396852,former employee,1,0.5613,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.8246,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72397110,current employee,1,0.5539,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4101,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72399211,current employee,1,0.8464,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6219,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72399285,former employee,0,0.7329,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8103,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72399385,current employee,1,0.7673,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4901,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72399788,current employee,1,0.6187,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6409,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72400307,current employee,1,0.5597,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7169,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72840304,current employee,1,0.7664,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.432,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72844016,current employee,0,0.7336,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4878,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72844156,current employee,0,0.9256,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72849805,former employee,0,0.9261,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8691,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72850603,current employee,1,0.6546,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.502,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72310008,current employee,0,0.6938,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9417,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72314423,current employee,0,0.5219,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8948,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72314568,former employee,0,0.9449,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5505,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72353149,current employee,0,0.874,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4959,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72353359,former employee,0,0.9067,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8253,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72358181,current employee,0,0.7898,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4658,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72360158,current employee,1,0.8911,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4937,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72360169,current employee,0,0.9342,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4029,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72360172,current employee,1,0.9527,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4543,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72360576,current employee,0,0.5627,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4857,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72360751,current employee,1,0.8544,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5439,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72360872,current employee,1,0.6103,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.431,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72360935,current employee,0,0.5356,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
